Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Kilometers_Driven,Owner_Type,Mileage_kmpl,Engine_CC,Power_bhp,Seats,Price
CAR0510,Mahindra,Thar,2018,Petrol,Automatic,86240,Third,,1600.0,63.5,5.0,3.2
CAR0511,Tata,Punch,2021,Diesel,Manual,12745,Second,18.5,1500.0,186.6,5.0,4.42
CAR0512,Hyundai,Grand i10,2023,Diesel,Manual,65243,Second,14.4,1600.0,50.9,5.0,6.64
CAR0513,Nissan,Magnite,2020,Petrol,Manual,13866,First,24.1,1500.0,122.6,5.0,4.19
CAR0514,Renault,Triber,2016,Petrol,Automatic,138681,Second,22.3,1200.0,68.5,5.0,1.61
CAR0515,Maruti,Dzire,2017,Petrol,Manual,81354,First,24.8,2200.0,96.2,5.0,2.61
CAR0516,Maruti,Ertiga,2019,Diesel,Automatic,61374,First,13.9,1200.0,188.9,5.0,4.07
CAR0517,Hyundai,Grand i10,2014,Electric,Manual,124397,First,24.5,1500.0,74.3,5.0,2.44
CAR0518,Toyota,Glanza,2012,Diesel,Manual,134577,Second,16.5,1000.0,194.9,5.0,2.21
CAR0519,Skoda,Rapid,2016,Diesel,Manual,91029,First,15.2,1500.0,80.9,5.0,3.46
CAR0520,Maruti,Baleno,2015,Diesel,Manual,103574,First,10.8,1500.0,161.2,8.0,2.27
CAR0521,Tata,Safari,2015,Petrol,Manual,40431,Third,10.8,1000.0,132.0,8.0,1.87
CAR0522,Hyundai,Santro,2014,Petrol,Manual,39336,First,20.4,800.0,182.7,7.0,2.62
CAR0523,Chevrolet,Beat,2011,Diesel,Manual,50992,Second,16.9,1500.0,133.1,5.0,1.28
CAR0524,Toyota,Urban Cruiser,2010,CNG,Automatic,65350,First,13.4,1600.0,130.2,5.0,2.92
CAR0525,Toyota,Urban Cruiser,2023,Petrol,Manual,79561,First,19.2,1200.0,79.3,5.0,9.61
CAR0526,Honda,Amaze,2017,Diesel,Automatic,61955,Second,13.8,1000.0,74.9,5.0,3.83
CAR0527,Hyundai,Creta,2016,Petrol,Manual,71240,First,18.7,1500.0,187.5,5.0,2.52
CAR0528,Hyundai,Venue,2019,Petrol,Manual,147227,First,15.4,800.0,99.2,5.0,2.78
CAR0529,Maruti,Vitara Brezza,2014,Petrol,Manual,56607,Second,22.4,1200.0,105.8,7.0,2.12
CAR0530,Renault,Captur,2022,Petrol,Manual,62870,Second,22.3,1000.0,164.0,7.0,4.1
CAR0531,Toyota,Innova,2020,Diesel,Manual,74110,Second,17.2,1000.0,100.8,5.0,6.45
CAR0532,Skoda,Octavia,2012,Petrol,Manual,126895,First,15.3,1000.0,192.8,5.0,2.03
CAR0533,Skoda,Kushaq,2016,Diesel,Manual,14426,First,15.4,1200.0,160.7,,5.04
CAR0534,Honda,Amaze,2021,Diesel,Manual,37606,Second,22.1,800.0,139.6,5.0,6.13
CAR0535,Ford,Aspire,2022,CNG,Manual,38151,Second,14.9,1200.0,182.1,5.0,4.32
CAR0536,Nissan,Terrano,2017,Petrol,Automatic,21308,Third,13.1,1200.0,57.4,4.0,2.24
CAR0537,Toyota,Fortuner,2018,Petrol,Automatic,100306,Third,11.3,1200.0,88.6,5.0,4.4
CAR0538,Maruti,Baleno,2013,Petrol,Automatic,116984,Third,17.0,1200.0,119.8,,1.39
CAR0539,Honda,Civic,2023,Electric,Automatic,12204,First,17.2,1600.0,84.0,5.0,12.18
CAR0540,Maruti,Vitara Brezza,2014,CNG,Manual,102769,First,22.6,1000.0,161.6,5.0,1.66
CAR0541,Nissan,Terrano,2022,Petrol,Manual,97265,Second,13.3,1200.0,187.9,5.0,3.78
CAR0542,Tata,Punch,2019,Diesel,Automatic,41131,First,15.7,800.0,113.6,7.0,4.71
CAR0543,Maruti,Vitara Brezza,2018,Petrol,Manual,62428,First,22.1,800.0,101.3,5.0,
CAR0544,Mahindra,Thar,2017,Diesel,Manual,43870,Third,22.4,1500.0,,5.0,
CAR0545,Tata,Safari,2014,Petrol,Manual,113547,Third,15.8,1500.0,116.7,5.0,
CAR0546,Hyundai,Verna,2013,Diesel,Manual,59067,First,16.9,1800.0,123.4,5.0,
CAR0547,Maruti,Baleno,2014,Petrol,Manual,122217,First,14.5,1500.0,102.7,8.0,
CAR0548,Mahindra,XUV500,2014,Diesel,Automatic,108934,First,24.0,2200.0,186.4,5.0,
CAR0549,Honda,WR-V,2020,Diesel,Manual,84707,Third,11.8,800.0,135.3,5.0,
CAR0550,Ford,Freestyle,2016,Diesel,Manual,71215,Third,24.0,,164.3,5.0,
